Fecha,Edad,Cantidad
2021-04-30,66 años,392
2021-04-30,67 años,344
2021-04-30,68 años,349
2021-04-30,69 años,338
2021-04-30,70 años,263
2021-04-30,71 años,871
2021-04-30,72 años,937
2021-04-30,73 años,823
2021-04-30,74 años,784
2021-04-30,75 años,830
2021-04-30,76 años,716
2021-04-30,77 años,695
2021-04-30,78 años,640
2021-04-30,79 años,562
2021-04-30,80 años,557
2021-04-30,81 años,509
2021-04-30,82 años,442
2021-04-30,83 años,368
2021-04-30,84 años,357
2021-04-30,85 años,315
2021-04-30,86 años,286
2021-04-30,87 años,232
2021-04-30,88 años,215
2021-04-30,89 años,186
2021-04-30,90 años,143
2021-04-30,91 años,108
2021-04-30,92 años,104
2021-04-30,93 años,61
2021-04-30,94 años,44
2021-04-30,95 años,47
2021-04-30,96 años,25
2021-04-30,97 años,12
2021-04-30,98 años,12
2021-04-30,99 años,6
2021-04-30,107 años,1
2021-04-30,No Definido,8
2021-05-01,19 años,1
2021-05-01,22 años,1
2021-05-01,25 años,1
2021-05-01,26 años,1
2021-05-01,30 años,1
2021-05-01,31 años,2
2021-05-01,33 años,2
2021-05-01,34 años,1
2021-05-01,35 años,1
2021-05-01,40 años,1
2021-05-01,43 años,1
2021-05-01,44 años,1
2021-05-01,50 años,3
2021-05-01,54 años,1
2021-05-01,57 años,2
2021-05-01,63 años,3
2021-05-01,64 años,1
2021-05-01,65 años,3
2021-05-01,66 años,1
2021-05-01,68 años,2
2021-05-01,70 años,1
2021-05-01,71 años,2
2021-05-01,73 años,3
2021-05-01,74 años,1
2021-05-01,76 años,1
2021-05-01,77 años,1
2021-05-01,79 años,2
2021-05-01,83 años,1
2021-05-02,18 años,1
2021-05-02,19 años,3
2021-05-02,20 años,2
2021-05-02,22 años,1
2021-05-02,23 años,3
2021-05-02,25 años,4
2021-05-02,26 años,1
2021-05-02,27 años,2
2021-05-02,28 años,1
2021-05-02,29 años,4
2021-05-02,30 años,2
2021-05-02,32 años,3
2021-05-02,33 años,2
2021-05-02,34 años,1
2021-05-02,36 años,2
2021-05-02,38 años,2
2021-05-02,41 años,1
2021-05-02,42 años,1
2021-05-02,43 años,2
2021-05-02,44 años,2
2021-05-02,45 años,3
2021-05-02,46 años,2
2021-05-02,48 años,1
2021-05-02,49 años,2
2021-05-02,51 años,20
2021-05-02,52 años,17
2021-05-02,53 años,11
2021-05-02,54 años,14
2021-05-02,55 años,12
2021-05-02,56 años,2
2021-05-02,57 años,5
2021-05-02,58 años,5
2021-05-02,59 años,4
2021-05-02,60 años,12
2021-05-02,61 años,4
2021-05-02,63 años,1
2021-05-02,67 años,4
2021-05-02,68 años,1
2021-05-02,69 años,1
2021-05-02,70 años,5
2021-05-02,74 años,2
2021-05-02,75 años,1
2021-05-02,82 años,1
2021-05-03,4 años,1
2021-05-03,18 años,192
2021-05-03,19 años,231
2021-05-03,20 años,253
2021-05-03,21 años,221
2021-05-03,22 años,246
2021-05-03,23 años,230
2021-05-03,24 años,237
2021-05-03,25 años,261
2021-05-03,26 años,280
2021-05-03,27 años,277
2021-05-03,28 años,279
2021-05-03,29 años,272
2021-05-03,30 años,324
2021-05-03,31 años,305
2021-05-03,32 años,287
2021-05-03,33 años,296
2021-05-03,34 años,314
2021-05-03,35 años,309
2021-05-03,36 años,302
2021-05-03,37 años,290
2021-05-03,38 años,305
2021-05-03,39 años,294
2021-05-03,40 años,316
2021-05-03,41 años,315
2021-05-03,42 años,298
2021-05-03,43 años,312
2021-05-03,44 años,301
2021-05-03,45 años,319
2021-05-03,46 años,286
2021-05-03,47 años,272
2021-05-03,48 años,326
2021-05-03,49 años,291
2021-05-03,50 años,615
2021-05-03,51 años,634
2021-05-03,52 años,599
2021-05-03,53 años,604
2021-05-03,54 años,599
2021-05-03,55 años,394
2021-05-03,56 años,344
2021-05-03,57 años,346
2021-05-03,58 años,345
2021-05-03,59 años,346
2021-05-03,60 años,643
2021-05-03,61 años,635
2021-05-03,62 años,664
2021-05-03,63 años,619
2021-05-03,64 años,651
2021-05-03,65 años,586
2021-05-03,66 años,522
2021-05-03,67 años,529
2021-05-03,68 años,581
2021-05-03,69 años,488
2021-05-03,70 años,789
2021-05-03,71 años,1405
2021-05-03,72 años,1424
2021-05-03,73 años,1389
2021-05-03,74 años,1273
2021-05-03,75 años,1239
2021-05-03,76 años,1172
2021-05-03,77 años,1061
2021-05-03,78 años,1024
2021-05-03,79 años,922
2021-05-03,80 años,128
2021-05-03,81 años,95
2021-05-03,82 años,82
2021-05-03,83 años,88
2021-05-03,84 años,68
2021-05-03,85 años,76
2021-05-03,86 años,62
2021-05-03,87 años,53
2021-05-03,88 años,35
2021-05-03,89 años,41
2021-05-03,90 años,42
2021-05-03,91 años,33
2021-05-03,92 años,23
2021-05-03,93 años,21
2021-05-03,94 años,6
2021-05-03,95 años,10
2021-05-03,96 años,12
2021-05-03,97 años,5
2021-05-03,98 años,2
2021-05-03,107 años,2
2021-05-03,No Definido,5
2021-05-04,18 años,14
2021-05-04,19 años,35
2021-05-04,20 años,23
2021-05-04,21 años,25
2021-05-04,22 años,27
2021-05-04,23 años,27
2021-05-04,24 años,45
2021-05-04,25 años,50
2021-05-04,26 años,50
2021-05-04,27 años,37
2021-05-04,28 años,59
2021-05-04,29 años,53
2021-05-04,30 años,58
2021-05-04,31 años,186
2021-05-04,32 años,210
2021-05-04,33 años,183
2021-05-04,34 años,184
2021-05-04,35 años,164
2021-05-04,36 años,182
2021-05-04,37 años,147
2021-05-04,38 años,168
2021-05-04,39 años,159
2021-05-04,40 años,143
2021-05-04,41 años,67
2021-05-04,42 años,72
2021-05-04,43 años,60
2021-05-04,44 años,57
2021-05-04,45 años,69
2021-05-04,46 años,67
2021-05-04,47 años,70
2021-05-04,48 años,57
2021-05-04,49 años,52
2021-05-04,50 años,1138
2021-05-04,51 años,1149
2021-05-04,52 años,1107
2021-05-04,53 años,1091
2021-05-04,54 años,1018
2021-05-04,55 años,704
2021-05-04,56 años,651
2021-05-04,57 años,612
2021-05-04,58 años,635
2021-05-04,59 años,650
2021-05-04,60 años,1018
2021-05-04,61 años,1078
2021-05-04,62 años,1115
2021-05-04,63 años,1009
2021-05-04,64 años,1034
2021-05-04,65 años,998
2021-05-04,66 años,1008
2021-05-04,67 años,880
2021-05-04,68 años,903
2021-05-04,69 años,855
2021-05-04,70 años,2045
2021-05-04,71 años,1300
2021-05-04,72 años,1245
2021-05-04,73 años,1125
2021-05-04,74 años,1134
2021-05-04,75 años,1023
2021-05-04,76 años,1006
2021-05-04,77 años,1012
2021-05-04,78 años,900
2021-05-04,79 años,795
2021-05-04,80 años,121
2021-05-04,81 años,106
2021-05-04,82 años,82
2021-05-04,83 años,80
2021-05-04,84 años,61
2021-05-04,85 años,51
2021-05-04,86 años,48
2021-05-04,87 años,50
2021-05-04,88 años,34
2021-05-04,89 años,35
2021-05-04,90 años,37
2021-05-04,91 años,23
2021-05-04,92 años,19
2021-05-04,93 años,22
2021-05-04,94 años,14
2021-05-04,95 años,11
2021-05-04,96 años,8
2021-05-04,97 años,4
2021-05-04,98 años,2
2021-05-04,99 años,3
2021-05-04,107 años,5
2021-05-04,No Definido,7
2021-05-05,3 años,1
2021-05-05,17 años,1
2021-05-05,18 años,18
2021-05-05,19 años,22
2021-05-05,20 años,27
2021-05-05,21 años,34
2021-05-05,22 años,30
2021-05-05,23 años,33
2021-05-05,24 años,47
2021-05-05,25 años,29
2021-05-05,26 años,35
2021-05-05,27 años,35
2021-05-05,28 años,35
2021-05-05,29 años,46
2021-05-05,30 años,27
2021-05-05,31 años,130
2021-05-05,32 años,115
2021-05-05,33 años,134
2021-05-05,34 años,145
2021-05-05,35 años,137
2021-05-05,36 años,124
2021-05-05,37 años,106
2021-05-05,38 años,107
2021-05-05,39 años,122
2021-05-05,40 años,112
2021-05-05,41 años,59
2021-05-05,42 años,34
2021-05-05,43 años,47
2021-05-05,44 años,51
2021-05-05,45 años,54
2021-05-05,46 años,46
2021-05-05,47 años,54
2021-05-05,48 años,42
2021-05-05,49 años,42
2021-05-05,50 años,1203
2021-05-05,51 años,1187
2021-05-05,52 años,1108
2021-05-05,53 años,1190
2021-05-05,54 años,1112
2021-05-05,55 años,770
2021-05-05,56 años,674
2021-05-05,57 años,689
2021-05-05,58 años,725
2021-05-05,59 años,741
2021-05-05,60 años,1134
2021-05-05,61 años,1135
2021-05-05,62 años,1192
2021-05-05,63 años,1188
2021-05-05,64 años,1120
2021-05-05,65 años,1142
2021-05-05,66 años,1070
2021-05-05,67 años,1033
2021-05-05,68 años,963
2021-05-05,69 años,916
2021-05-05,70 años,823
2021-05-05,71 años,1025
2021-05-05,72 años,1091
2021-05-05,73 años,989
2021-05-05,74 años,948
2021-05-05,75 años,975
2021-05-05,76 años,968
2021-05-05,77 años,805
2021-05-05,78 años,742
2021-05-05,79 años,708
2021-05-05,80 años,102
2021-05-05,81 años,87
2021-05-05,82 años,79
2021-05-05,83 años,78
2021-05-05,84 años,43
2021-05-05,85 años,70
2021-05-05,86 años,50
2021-05-05,87 años,52
2021-05-05,88 años,42
2021-05-05,89 años,39
2021-05-05,90 años,32
2021-05-05,91 años,16
2021-05-05,92 años,25
2021-05-05,93 años,15
2021-05-05,94 años,11
2021-05-05,95 años,6
2021-05-05,96 años,9
2021-05-05,97 años,3
2021-05-05,98 años,5
2021-05-05,99 años,2
2021-05-05,No Definido,6
2021-05-06,> 18 meses y <= 21 meses,1
2021-05-06,17 años,2
2021-05-06,18 años,103
2021-05-06,19 años,96
2021-05-06,20 años,117
2021-05-06,21 años,108
2021-05-06,22 años,101
2021-05-06,23 años,99
2021-05-06,24 años,92
2021-05-06,25 años,98
2021-05-06,26 años,99
2021-05-06,27 años,88
2021-05-06,28 años,89
2021-05-06,29 años,83
2021-05-06,30 años,105
2021-05-06,31 años,183
2021-05-06,32 años,192
2021-05-06,33 años,183
2021-05-06,34 años,193
2021-05-06,35 años,184
2021-05-06,36 años,200
2021-05-06,37 años,173
2021-05-06,38 años,202
2021-05-06,39 años,180
2021-05-06,40 años,201
2021-05-06,41 años,363
2021-05-06,42 años,423
2021-05-06,43 años,438
2021-05-06,44 años,423
2021-05-06,45 años,420
2021-05-06,46 años,419
2021-05-06,47 años,377
2021-05-06,48 años,409
2021-05-06,49 años,420
2021-05-06,50 años,1085
2021-05-06,51 años,1172
2021-05-06,52 años,1178
2021-05-06,53 años,1080
2021-05-06,54 años,1041
2021-05-06,55 años,756
2021-05-06,56 años,737
2021-05-06,57 años,762
2021-05-06,58 años,718
2021-05-06,59 años,681
2021-05-06,60 años,1031
2021-05-06,61 años,1258
2021-05-06,62 años,1222
2021-05-06,63 años,1242
2021-05-06,64 años,1204
2021-05-06,65 años,1208
2021-05-06,66 años,1171
2021-05-06,67 años,1101
2021-05-06,68 años,1079
2021-05-06,69 años,1057
2021-05-06,70 años,757
2021-05-06,71 años,896
2021-05-06,72 años,952
2021-05-06,73 años,939
2021-05-06,74 años,922
2021-05-06,75 años,819
2021-05-06,76 años,805
2021-05-06,77 años,754
2021-05-06,78 años,689
2021-05-06,79 años,619
2021-05-06,80 años,140
2021-05-06,81 años,96
2021-05-06,82 años,78
2021-05-06,83 años,85
2021-05-06,84 años,70
2021-05-06,85 años,72
2021-05-06,86 años,54
2021-05-06,87 años,51
2021-05-06,88 años,34
2021-05-06,89 años,47
2021-05-06,90 años,31
2021-05-06,91 años,24
2021-05-06,92 años,19
2021-05-06,93 años,25
2021-05-06,94 años,9
2021-05-06,95 años,13
2021-05-06,96 años,9
2021-05-06,97 años,3
2021-05-06,98 años,5
2021-05-06,99 años,2
2021-05-06,107 años,1
2021-05-06,No Definido,11
2021-05-07,12 años,1
2021-05-07,17 años,2
2021-05-07,18 años,92
2021-05-07,19 años,132
2021-05-07,20 años,153
2021-05-07,21 años,133
2021-05-07,22 años,161
2021-05-07,23 años,126
2021-05-07,24 años,159
2021-05-07,25 años,146
2021-05-07,26 años,151
2021-05-07,27 años,152
2021-05-07,28 años,149
2021-05-07,29 años,152
2021-05-07,30 años,133
2021-05-07,31 años,160
2021-05-07,32 años,160
2021-05-07,33 años,157
2021-05-07,34 años,199
2021-05-07,35 años,180
2021-05-07,36 años,171
2021-05-07,37 años,177
2021-05-07,38 años,180
2021-05-07,39 años,197
2021-05-07,40 años,165
2021-05-07,41 años,171
2021-05-07,42 años,228
2021-05-07,43 años,178
2021-05-07,44 años,196
2021-05-07,45 años,214
2021-05-07,46 años,203
2021-05-07,47 años,170
2021-05-07,48 años,175
2021-05-07,49 años,185
2021-05-07,50 años,192
2021-05-07,51 años,189
2021-05-07,52 años,195
2021-05-07,53 años,180
2021-05-07,54 años,169
2021-05-07,55 años,126
2021-05-07,56 años,137
2021-05-07,57 años,135
2021-05-07,58 años,125
2021-05-07,59 años,118
2021-05-07,60 años,182
2021-05-07,61 años,417
2021-05-07,62 años,461
2021-05-07,63 años,415
2021-05-07,64 años,423
2021-05-07,65 años,434
2021-05-07,66 años,395
2021-05-07,67 años,360
2021-05-07,68 años,333
2021-05-07,69 años,368
2021-05-07,70 años,284
2021-05-07,71 años,836
2021-05-07,72 años,933
2021-05-07,73 años,832
2021-05-07,74 años,870
2021-05-07,75 años,815
2021-05-07,76 años,752
2021-05-07,77 años,725
2021-05-07,78 años,696
2021-05-07,79 años,677
2021-05-07,80 años,105
2021-05-07,81 años,87
2021-05-07,82 años,71
2021-05-07,83 años,53
2021-05-07,84 años,75
2021-05-07,85 años,69
2021-05-07,86 años,45
2021-05-07,87 años,46
2021-05-07,88 años,37
2021-05-07,89 años,31
2021-05-07,90 años,33
2021-05-07,91 años,26
2021-05-07,92 años,21
2021-05-07,93 años,10
2021-05-07,94 años,8
2021-05-07,95 años,13
2021-05-07,96 años,6
2021-05-07,97 años,6
2021-05-07,98 años,4
2021-05-07,99 años,2
2021-05-07,No Definido,6
2021-05-08,19 años,3
2021-05-08,20 años,3
2021-05-08,21 años,21
2021-05-08,22 años,31
2021-05-08,23 años,13
2021-05-08,24 años,22
2021-05-08,25 años,17
2021-05-08,26 años,18
2021-05-08,27 años,19
2021-05-08,28 años,12
2021-05-08,29 años,34
2021-05-08,30 años,22
2021-05-08,31 años,23
2021-05-08,32 años,14
2021-05-08,33 años,30
2021-05-08,34 años,17
2021-05-08,35 años,25
2021-05-08,36 años,28
2021-05-08,37 años,22
2021-05-08,38 años,32
2021-05-08,39 años,22
2021-05-08,40 años,16
2021-05-08,41 años,97
2021-05-08,42 años,134
2021-05-08,43 años,147
2021-05-08,44 años,115
2021-05-08,45 años,125
2021-05-08,46 años,122
2021-05-08,47 años,79
2021-05-08,48 años,102
2021-05-08,49 años,123
2021-05-08,50 años,48
2021-05-08,51 años,85
2021-05-08,52 años,99
2021-05-08,53 años,92
2021-05-08,54 años,74
2021-05-08,55 años,51
2021-05-08,56 años,48
2021-05-08,57 años,57
2021-05-08,58 años,61
2021-05-08,59 años,54
2021-05-08,60 años,78
2021-05-08,61 años,121
2021-05-08,62 años,144
2021-05-08,63 años,133
2021-05-08,64 años,137
2021-05-08,65 años,158
2021-05-08,66 años,120
2021-05-08,67 años,124
2021-05-08,68 años,109
2021-05-08,69 años,133
2021-05-08,70 años,72
2021-05-08,71 años,405
2021-05-08,72 años,464
2021-05-08,73 años,448
2021-05-08,74 años,449
2021-05-08,75 años,413
2021-05-08,76 años,431
2021-05-08,77 años,349
2021-05-08,78 años,305
2021-05-08,79 años,295
2021-05-08,80 años,9
2021-05-08,81 años,7
2021-05-08,82 años,7
2021-05-08,83 años,3
2021-05-08,84 años,1
2021-05-08,86 años,4
2021-05-08,87 años,4
2021-05-08,88 años,3
2021-05-08,89 años,3
2021-05-08,90 años,1
2021-05-08,92 años,1
2021-05-08,93 años,1
2021-05-08,99 años,1
2021-05-09,26 años,1
2021-05-09,36 años,1
2021-05-09,41 años,36
2021-05-09,42 años,29
2021-05-09,43 años,25
2021-05-09,44 años,45
2021-05-09,45 años,36
2021-05-09,46 años,36
2021-05-09,47 años,39
2021-05-09,48 años,32
2021-05-09,49 años,37
2021-05-09,50 años,3
2021-05-09,51 años,1
2021-05-09,57 años,1
2021-05-09,62 años,6
2021-05-09,63 años,4
2021-05-09,64 años,2
2021-05-09,65 años,3
2021-05-09,66 años,1
2021-05-09,67 años,3
2021-05-09,68 años,2
2021-05-09,70 años,1
2021-05-09,95 años,1
2021-05-10,16 años,1
2021-05-10,18 años,37
2021-05-10,19 años,41
2021-05-10,20 años,67
2021-05-10,21 años,100
2021-05-10,22 años,117
2021-05-10,23 años,107
2021-05-10,24 años,142
2021-05-10,25 años,131
2021-05-10,26 años,143
2021-05-10,27 años,149
2021-05-10,28 años,159
2021-05-10,29 años,145
2021-05-10,30 años,170
2021-05-10,31 años,266
2021-05-10,32 años,272
2021-05-10,33 años,259
2021-05-10,34 años,284
2021-05-10,35 años,312
2021-05-10,36 años,314
2021-05-10,37 años,304
2021-05-10,38 años,271
2021-05-10,39 años,297
2021-05-10,40 años,269
2021-05-10,41 años,446
2021-05-10,42 años,498
2021-05-10,43 años,477
2021-05-10,44 años,474
2021-05-10,45 años,506
2021-05-10,46 años,487
2021-05-10,47 años,437
2021-05-10,48 años,431
2021-05-10,49 años,470
2021-05-10,50 años,210
2021-05-10,51 años,908
2021-05-10,52 años,890
2021-05-10,53 años,846
2021-05-10,54 años,794
2021-05-10,55 años,633
2021-05-10,56 años,704
2021-05-10,57 años,698
2021-05-10,58 años,672
2021-05-10,59 años,719
2021-05-10,60 años,887
2021-05-10,61 años,2362
2021-05-10,62 años,2442
2021-05-10,63 años,2434
2021-05-10,64 años,2438
2021-05-10,65 años,2391
2021-05-10,66 años,2366
2021-05-10,67 años,2177
2021-05-10,68 años,2075
2021-05-10,69 años,2017
2021-05-10,70 años,1720
2021-05-10,71 años,685
2021-05-10,72 años,516
2021-05-10,73 años,544
2021-05-10,74 años,475
2021-05-10,75 años,500
2021-05-10,76 años,475
2021-05-10,77 años,452
2021-05-10,78 años,438
2021-05-10,79 años,376
2021-05-10,80 años,77
2021-05-10,81 años,58
2021-05-10,82 años,52
2021-05-10,83 años,35
2021-05-10,84 años,36
2021-05-10,85 años,42
2021-05-10,86 años,27
2021-05-10,87 años,26
2021-05-10,88 años,25
2021-05-10,89 años,24
2021-05-10,90 años,18
2021-05-10,91 años,14
2021-05-10,92 años,17
2021-05-10,93 años,6
2021-05-10,94 años,6
2021-05-10,95 años,5
2021-05-10,96 años,2
2021-05-10,97 años,3
2021-05-10,98 años,3
2021-05-10,99 años,1
2021-05-10,No Definido,4
2021-05-11,16 años,1
2021-05-11,17 años,2
2021-05-11,18 años,132
2021-05-11,19 años,124
2021-05-11,20 años,120
2021-05-11,21 años,199
2021-05-11,22 años,201
2021-05-11,23 años,209
2021-05-11,24 años,208
2021-05-11,25 años,202
2021-05-11,26 años,224
2021-05-11,27 años,220
2021-05-11,28 años,209
2021-05-11,29 años,247
2021-05-11,30 años,266
2021-05-11,31 años,339
2021-05-11,32 años,376
2021-05-11,33 años,369
2021-05-11,34 años,403
2021-05-11,35 años,398
2021-05-11,36 años,367
2021-05-11,37 años,389
2021-05-11,38 años,423
2021-05-11,39 años,412
2021-05-11,40 años,416
2021-05-11,41 años,646
2021-05-11,42 años,647
2021-05-11,43 años,730
2021-05-11,44 años,723
2021-05-11,45 años,755
2021-05-11,46 años,639
2021-05-11,47 años,609
2021-05-11,48 años,651
2021-05-11,49 años,611
2021-05-11,50 años,175
2021-05-11,51 años,1320
2021-05-11,52 años,1381
2021-05-11,53 años,1300
2021-05-11,54 años,1274
2021-05-11,55 años,972
2021-05-11,56 años,798
2021-05-11,57 años,767
2021-05-11,58 años,808
2021-05-11,59 años,746
2021-05-11,60 años,1015
2021-05-11,61 años,1671
2021-05-11,62 años,1659
2021-05-11,63 años,1593
2021-05-11,64 años,1700
2021-05-11,65 años,1653
2021-05-11,66 años,1634
2021-05-11,67 años,1528
2021-05-11,68 años,1562
2021-05-11,69 años,1394
2021-05-11,70 años,1180
2021-05-11,71 años,479
2021-05-11,72 años,405
2021-05-11,73 años,383
2021-05-11,74 años,355
2021-05-11,75 años,307
2021-05-11,76 años,327
2021-05-11,77 años,302
2021-05-11,78 años,276
2021-05-11,79 años,260
2021-05-11,80 años,279
2021-05-11,81 años,112
2021-05-11,82 años,103
2021-05-11,83 años,100
2021-05-11,84 años,96
2021-05-11,85 años,69
2021-05-11,86 años,80
2021-05-11,87 años,74
2021-05-11,88 años,69
2021-05-11,89 años,54
2021-05-11,90 años,53
2021-05-11,91 años,41
2021-05-11,92 años,38
2021-05-11,93 años,27
2021-05-11,94 años,21
2021-05-11,95 años,19
2021-05-11,96 años,11
2021-05-11,97 años,7
2021-05-11,98 años,3
2021-05-11,99 años,4
2021-05-11,107 años,2
2021-05-11,No Definido,7
2021-05-12,13 años,1
2021-05-12,15 años,2
2021-05-12,17 años,1
2021-05-12,18 años,191
2021-05-12,19 años,218
2021-05-12,20 años,212
2021-05-12,21 años,253
2021-05-12,22 años,234
2021-05-12,23 años,213
2021-05-12,24 años,277
2021-05-12,25 años,335
2021-05-12,26 años,308
2021-05-12,27 años,313
2021-05-12,28 años,293
2021-05-12,29 años,321
2021-05-12,30 años,316
2021-05-12,31 años,501
2021-05-12,32 años,525
2021-05-12,33 años,522
2021-05-12,34 años,499
2021-05-12,35 años,570
2021-05-12,36 años,490
2021-05-12,37 años,554
2021-05-12,38 años,528
2021-05-12,39 años,552
2021-05-12,40 años,504
2021-05-12,41 años,1066
2021-05-12,42 años,1106
2021-05-12,43 años,1132
2021-05-12,44 años,1161
2021-05-12,45 años,1123
2021-05-12,46 años,1169
2021-05-12,47 años,1026
2021-05-12,48 años,1050
2021-05-12,49 años,1029
2021-05-12,50 años,368
2021-05-12,51 años,1349
2021-05-12,52 años,1316
2021-05-12,53 años,1330
2021-05-12,54 años,1314
2021-05-12,55 años,1060
2021-05-12,56 años,823
2021-05-12,57 años,806
2021-05-12,58 años,828
2021-05-12,59 años,754
2021-05-12,60 años,1087
2021-05-12,61 años,1311
2021-05-12,62 años,1350
2021-05-12,63 años,1324
2021-05-12,64 años,1304
2021-05-12,65 años,1209
2021-05-12,66 años,1229
2021-05-12,67 años,1136
2021-05-12,68 años,1087
2021-05-12,69 años,1068
2021-05-12,70 años,924
2021-05-12,71 años,220
2021-05-12,72 años,164
2021-05-12,73 años,153
2021-05-12,74 años,153
2021-05-12,75 años,113
2021-05-12,76 años,113
2021-05-12,77 años,123
2021-05-12,78 años,113
2021-05-12,79 años,95
2021-05-12,80 años,192
2021-05-12,81 años,110
2021-05-12,82 años,115
2021-05-12,83 años,116
2021-05-12,84 años,91
2021-05-12,85 años,94
2021-05-12,86 años,84
2021-05-12,87 años,90
2021-05-12,88 años,63
2021-05-12,89 años,74
2021-05-12,90 años,72
2021-05-12,91 años,62
2021-05-12,92 años,50
2021-05-12,93 años,40
2021-05-12,94 años,29
2021-05-12,95 años,20
2021-05-12,96 años,20
2021-05-12,97 años,9
2021-05-12,98 años,6
2021-05-12,99 años,8
2021-05-12,107 años,4
2021-05-12,No Definido,9
2021-05-13,4 meses,1
2021-05-13,> 18 meses y <= 21 meses,1
2021-05-13,16 años,2
2021-05-13,17 años,1
2021-05-13,18 años,184
2021-05-13,19 años,226
2021-05-13,20 años,194
2021-05-13,21 años,268
2021-05-13,22 años,272
2021-05-13,23 años,258
2021-05-13,24 años,288
2021-05-13,25 años,341
2021-05-13,26 años,424
2021-05-13,27 años,487
2021-05-13,28 años,470
2021-05-13,29 años,532
2021-05-13,30 años,517
2021-05-13,31 años,628
2021-05-13,32 años,737
2021-05-13,33 años,656
2021-05-13,34 años,711
2021-05-13,35 años,725
2021-05-13,36 años,941
2021-05-13,37 años,964
2021-05-13,38 años,1034
2021-05-13,39 años,1027
2021-05-13,40 años,1061
2021-05-13,41 años,1187
2021-05-13,42 años,1295
2021-05-13,43 años,1294
2021-05-13,44 años,1304
2021-05-13,45 años,1308
2021-05-13,46 años,2821
2021-05-13,47 años,2720
2021-05-13,48 años,2827
2021-05-13,49 años,2747
2021-05-13,50 años,1456
2021-05-13,51 años,1794
2021-05-13,52 años,1684
2021-05-13,53 años,1600
2021-05-13,54 años,1581
2021-05-13,55 años,1341
2021-05-13,56 años,1552
2021-05-13,57 años,1495
2021-05-13,58 años,1517
2021-05-13,59 años,1477
2021-05-13,60 años,1679
2021-05-13,61 años,1145
2021-05-13,62 años,1141
2021-05-13,63 años,1028
2021-05-13,64 años,1051
2021-05-13,65 años,990
2021-05-13,66 años,1121
2021-05-13,67 años,1054
2021-05-13,68 años,1062
2021-05-13,69 años,1057
2021-05-13,70 años,922
2021-05-13,71 años,256
2021-05-13,72 años,234
2021-05-13,73 años,245
2021-05-13,74 años,205
2021-05-13,75 años,191
2021-05-13,76 años,176
2021-05-13,77 años,163
2021-05-13,78 años,157
2021-05-13,79 años,163
2021-05-13,80 años,262
2021-05-13,81 años,247
2021-05-13,82 años,223
2021-05-13,83 años,199
2021-05-13,84 años,192
2021-05-13,85 años,181
2021-05-13,86 años,152
2021-05-13,87 años,134
2021-05-13,88 años,115
2021-05-13,89 años,104
2021-05-13,90 años,77
2021-05-13,91 años,66
2021-05-13,92 años,50
2021-05-13,93 años,44
2021-05-13,94 años,17
2021-05-13,95 años,17
2021-05-13,96 años,12
2021-05-13,97 años,11
2021-05-13,98 años,5
2021-05-13,99 años,3
2021-05-13,107 años,3
2021-05-13,No Definido,9
2021-05-14,16 años,1
2021-05-14,17 años,1
2021-05-14,18 años,203
2021-05-14,19 años,239
2021-05-14,20 años,234
2021-05-14,21 años,227
2021-05-14,22 años,206
2021-05-14,23 años,238
2021-05-14,24 años,263
2021-05-14,25 años,283
2021-05-14,26 años,351
2021-05-14,27 años,403
2021-05-14,28 años,402
2021-05-14,29 años,426
2021-05-14,30 años,476
2021-05-14,31 años,771
2021-05-14,32 años,746
2021-05-14,33 años,740
2021-05-14,34 años,759
2021-05-14,35 años,774
2021-05-14,36 años,1184
2021-05-14,37 años,1155
2021-05-14,38 años,1143
2021-05-14,39 años,1234
2021-05-14,40 años,1158
2021-05-14,41 años,1551
2021-05-14,42 años,1547
2021-05-14,43 años,1686
2021-05-14,44 años,1622
2021-05-14,45 años,1712
2021-05-14,46 años,4386
2021-05-14,47 años,4145
2021-05-14,48 años,4243
2021-05-14,49 años,4128
2021-05-14,50 años,2125
2021-05-14,51 años,1293
2021-05-14,52 años,1163
2021-05-14,53 años,1095
2021-05-14,54 años,1103
2021-05-14,55 años,869
2021-05-14,56 años,1137
2021-05-14,57 años,1136
2021-05-14,58 años,1100
2021-05-14,59 años,1123
2021-05-14,60 años,1445
2021-05-14,61 años,824
2021-05-14,62 años,674
2021-05-14,63 años,634
2021-05-14,64 años,676
2021-05-14,65 años,630
2021-05-14,66 años,602
2021-05-14,67 años,556
2021-05-14,68 años,538
2021-05-14,69 años,470
2021-05-14,70 años,461
2021-05-14,71 años,175
2021-05-14,72 años,149
2021-05-14,73 años,150
2021-05-14,74 años,121
2021-05-14,75 años,155
2021-05-14,76 años,144
2021-05-14,77 años,145
2021-05-14,78 años,113
2021-05-14,79 años,100
2021-05-14,80 años,84
2021-05-14,81 años,98
2021-05-14,82 años,95
2021-05-14,83 años,89
2021-05-14,84 años,77
2021-05-14,85 años,60
2021-05-14,86 años,61
2021-05-14,87 años,59
2021-05-14,88 años,45
2021-05-14,89 años,48
2021-05-14,90 años,43
2021-05-14,91 años,26
2021-05-14,92 años,22
2021-05-14,93 años,21
2021-05-14,94 años,17
2021-05-14,95 años,10
2021-05-14,96 años,15
2021-05-14,97 años,7
2021-05-14,98 años,3
2021-05-14,99 años,3
2021-05-14,No Definido,6
2021-05-15,18 años,108
2021-05-15,19 años,90
